OBJECTID,X,Y
43294414,-122.288091573,47.529685993
43294421,-122.383061555,47.549165755
43294423,-122.337783464,47.6245500540001
43294429,-122.318432738,47.5991865570001
43294430,-122.355104454,47.522870088
43294432,-122.334831581,47.5227835380001
43294436,-122.318181393,47.546270125
43294437,-122.344488726,47.637587711
43294444,-122.327903755,47.61523842
43294445,-122.344651075,47.701429983
43294448,-122.297972348,47.5509179060001
43294451,-122.34999794,47.6978238190001
43294461,-122.315680585,47.6773049720001
43294465,-122.360959726,47.541220482
43294467,-122.320854483,47.6187395410001
43294468,-122.3295405,47.6024048470001
43294470,-122.334201922,47.577727537
43294475,-122.254715882,47.517163328
43294476,-122.328780883,47.7149831460001
43294481,-122.338136713,47.617117244
43294482,-122.358333155,47.6329247510001
43294483,-122.322134617,47.611086162
43296435,-122.325897126,47.6375054110001
43296485,-122.370760141,47.668272265
43296709,-122.322120392,47.61464477
43296763,-122.312433244,47.712166671
43297156,-122.344834273,47.7135479790001
43297170,-122.335596473,47.6603088470001
43297399,-122.341541079,47.612781511
