OBJECTID,X,Y
43292759,-122.299354276,47.543188764
43292761,-122.272640543,47.5393510540001
43292767,-122.344505097,47.6873038260001
43292769,-122.317276075,47.5884365160001
43292770,-122.403929477,47.577105524
43292774,-122.376304507,47.6937104680001
43292775,-122.34214536,47.661385297
43292778,-122.339357007,47.6097805700001
43292783,-122.340880561,47.5717513530001
43292784,-122.299566974,47.542910084
43292786,-122.294487327,47.733769393
43292791,-122.326884373,47.6129590900001
43292794,-122.326970315,47.604625179
43292796,-122.285631112,47.546057246
43292799,-122.279385278,47.5370525600001
43292802,-122.320561303,47.7085774110001
43292809,-122.340903626,47.7195715010001
43292811,-122.331306048,47.544881425
43292814,-122.32282045,47.672244698
43292817,-122.316127624,47.606200265
43292821,-122.317322704,47.5478160870001
43292822,-122.278349264,47.570020609
43292830,-122.334285137,47.624265349
43292831,-122.355038536,47.5327754050001
43292834,-122.299992255,47.7112321020001
43292839,-122.301527458,47.549338117
43292840,-122.359682141,47.632320769
43292841,,
43292843,-122.35050597,47.734129513
43292845,-122.279051439,47.5237563430001
43292850,-122.31448851,47.6535988460001
43292851,-122.308693482,47.549346905
43292852,-122.347337286,47.66075886
43292853,-122.386767097,47.570191364
43292854,-122.317363221,47.6758293280001
43292857,-122.376268312,47.554692495
43292862,-122.362049892,47.7034930390001
43292869,-122.374906308,47.6650480480001
43292872,-122.364621064,47.5716762920001
43292878,-122.32139281,47.5862047570001
43292885,-122.280530806,47.529585368
43292886,-122.334770315,47.607281926
43292892,-122.370767952,47.662563979
43292896,-122.393203915,47.546762743
43292897,-122.354784474,47.7050815640001
43292898,-122.335574025,47.6106779030001
43292900,-122.377502956,47.649402072
43292908,-122.35544894,47.7047199290001
43292909,-122.323763631,47.595833305
43292913,-122.318271315,47.6594570730001
43292917,-122.316919084,47.61935121
43292919,-122.365907942,47.518279454
43292922,-122.296347263,47.721994871
43292923,-122.3472859,47.6683659
43292924,-122.348583224,47.6621332780001
43292926,-122.323811933,47.632069507
43292928,-122.333450088,47.546640794
43292934,-122.337131535,47.624547744
43292935,-122.302920669,47.5850187880001
43292937,-122.302619773,47.5924811
43292939,-122.314981668,47.5222329440001
43292946,-122.341994545,47.5714307270001
43292947,-122.335876247,47.6185239010001
43292948,-122.31307416,47.6649007240001
43292949,-122.305539414,47.5880759510001
43292951,-122.335750258,47.6181688360001
43292952,-122.344484422,47.6830369190001
43292957,-122.33974594,47.623877743
43292960,-122.308314053,47.603515185
43292961,-122.358651082,47.6267232930001
43292965,-122.355558252,47.728740976
43292969,-122.334183827,47.723207888
43292974,-122.358010312,47.693329417
43292975,-122.341343433,47.6102747130001
43292977,-122.337216518,47.605763863
43292979,-122.387064656,47.5512069540001
43292985,-122.275988664,47.546026623
43292987,-122.269986288,47.5285242140001
43292990,-122.333001392,47.610381997
43292993,-122.386775318,47.562911625
43292998,-122.37654145,47.564865522
43293000,-122.391670405,47.5919811370001
43293005,-122.339741461,47.624686862
43293006,-122.371243309,47.529188307
43293012,-122.32039379,47.652719317
43293013,-122.344590808,47.696360095
43293019,-122.355519686,47.715065881
43293020,-122.313366598,47.5859485390001
43293021,-122.382738285,47.57693077
43293026,-122.34460803,47.6978087520001
43293027,-122.386761601,47.574725109
43293028,-122.350591385,47.530155628
43293032,-122.368606774,47.6675200120001
43293033,-122.333734603,47.5839803490001
43293039,-122.301354772,47.708425693
43293040,-122.354493358,47.6483102350001
43293042,-122.36071318,47.6987593540001
43293044,-122.355455842,47.6589639680001
43293045,-122.36569449,47.70153049
43293047,-122.344771985,47.6111727700001
43293053,-122.370578516,47.526475782
43293057,-122.321266812,47.628667792
43293058,-122.413350203,47.5759428160001
43293060,-122.259606297,47.49734769
43293064,-122.344008368,47.623391338
43293066,-122.333368028,47.617329291
43293071,-122.318763173,47.606207275
43293072,-122.368609609,47.6650396360001
43293073,-122.300600747,47.5463793000001
43293079,-122.316081681,47.548289104
43293082,-122.304666411,47.5983153700001
43293088,-122.365097125,47.669041172
43293090,-122.376137884,47.635953048
43293092,-122.302924297,47.586326093
43293094,-122.405200303,47.5812769780001
43293096,-122.312674745,47.7203182970001
43293100,-122.339053077,47.5191731630001
43293101,-122.34495685,47.7213917780001
43293103,-122.344488726,47.637587711
43293105,-122.311207664,47.578205821
43293106,-122.29915966,47.5796734630001
43293108,-122.322094465,47.6505191730001
43293115,-122.287684305,47.5764059410001
43293120,-122.386794482,47.5951484450001
43293121,-122.309568666,47.610365486
43293123,-122.335589603,47.5329864230001
43293128,-122.376596976,47.5364822610001
43293129,-122.354983835,47.6523605340001
43293134,-122.373580917,47.6716288870001
43293135,-122.331267594,47.6126760830001
43293136,-122.339780769,47.6056811880001
43293138,-122.329395116,47.5659642260001
43293143,-122.329062264,47.5861701170001
43293152,-122.361400688,47.703489473
43293154,-122.326598891,47.624285715
43293156,-122.372925912,47.648475176
43293169,-122.325709887,47.599191762
43293170,-122.324266358,47.6265318750001
43293172,-122.348925204,47.618576266
43293176,-122.32140145,47.654512503
43293177,-122.409482116,47.569381551
43293183,-122.263415286,47.520849335
43293190,-122.281838889,47.7124119430001
43293191,-122.382253778,47.580658369
43293193,-122.327444687,47.612715704
43293197,-122.366023399,47.6759853470001
43293198,-122.301663878,47.5829541260001
43293205,-122.358456208,47.521029953
43293206,-122.269002433,47.5548483090001
43293208,-122.281842011,47.6658504860001
43293211,-122.356709221,47.624582973
43293212,-122.325055208,47.599190757
43293214,-122.314253757,47.686062608
43293222,-122.37348681,47.5675522080001
43293225,-122.330623696,47.6035893860001
43293227,-122.327444687,47.612715704
43293228,-122.357991446,47.6915206730001
43293230,-122.349423495,47.555694728
43293236,-122.296994896,47.5681027050001
43293242,-122.314953576,47.6187827910001
43293243,-122.301565375,47.6352441770001
43293244,-122.347315098,47.652059857
43293248,-122.302198578,47.583656396
43293255,-122.35221002,47.5857772910001
43293256,-122.337131535,47.624547744
43293259,-122.31339443,47.5829819460001
43293261,-122.293633056,47.5461926230001
43293274,-122.331577686,47.5992007850001
43293275,-122.301700073,47.5964771370001
43293278,-122.314829498,47.5352605250001
43293281,-122.325709887,47.599191762
43293282,-122.313129658,47.6612693660001
43293291,-122.319815365,47.6798197900001
43293295,-122.339112733,47.6878247170001
43293297,-122.32947079,47.613232897
43293298,-122.33979004,47.5179054220001
43293300,-122.329733846,47.6251198410001
43293304,-122.326923202,47.5247776780001
43293305,-122.323347234,47.526466779
43293306,-122.313101754,47.6630917890001
43293311,-122.315015358,47.535373946
43293312,-122.325985573,47.5714080060001
43293317,-122.266754108,47.528197511
43293318,-122.261517167,47.5418416410001
43293325,-122.356420632,47.6768911550001
43293327,-122.328967515,47.59919689
43293329,-122.302777065,47.6061755710001
43293330,,
43293332,-122.344966862,47.722301874
43293342,-122.306117682,47.6984794590001
43293343,-122.327864033,47.617782047
43293345,-122.337995359,47.6082921650001
43293349,-122.286056265,47.564112262
43293350,-122.351487415,47.6245699630001
43293351,-122.274007188,47.5369453370001
43293357,-122.355452746,47.7050835410001
43293362,-122.310916973,47.6016816600001
43293363,-122.313490543,47.565321183
43293370,-122.354798486,47.5687229330001
43293371,-122.323275453,47.7085941340001
43293377,-122.289292426,47.7137318430001
43293378,-122.282507359,47.611491024
43293379,-122.370971802,47.571817466
43293381,-122.293700774,47.7291682150001
43293385,-122.334275943,47.7341365010001
43293386,,
43293388,-122.32960807,47.5903082500001
43293392,-122.372585035,47.5300935050001
43293393,-122.307309435,47.6248252140001
43293398,-122.333824572,47.6037327930001
43293400,-122.338381624,47.617939273
43293407,-122.376188837,47.5645575610001
43293413,-122.340085429,47.667085683
43293414,-122.3022256,47.5911167460001
43293416,-122.327524508,47.604393273
43293421,-122.338812343,47.6046146520001
43293427,-122.347050166,47.7341288540001
43293428,-122.365106022,47.571573539
43293430,-122.263933859,47.5199754920001
43293433,-122.308169634,47.6903127680001
43293434,-122.291765158,47.733756181
43293437,-122.302329036,47.654995227
43293445,-122.33251944,47.6023056010001
43293447,-122.321392009,47.5873086820001
43293449,-122.332798948,47.611838463
43293453,-122.298358395,47.5339628450001
43293456,-122.344541337,47.692196698
43293464,-122.329580811,47.5492564140001
43293466,-122.291555696,47.550954581
43293479,-122.333718701,47.665035721
43293480,-122.316784619,47.613496502
43293482,-122.325036306,47.692236517
43293486,-122.347294314,47.6471724890001
43293487,-122.355837854,47.5173608430001
43293494,-122.278153376,47.5460098410001
43293495,-122.305693526,47.6957509910001
43293501,-122.347294314,47.6471724890001
43293502,-122.317227979,47.5983375930001
43293511,-122.337347999,47.5204716590001
43293514,-122.300986504,47.7094360390001
43293516,-122.340440598,47.6346583960001
43293517,-122.321520642,47.61873646
43293519,-122.310269903,47.6000033610001
43293523,-122.352256682,47.534279397
43293524,-122.329395116,47.5659642260001
43293525,-122.332563817,47.660291413
43293531,-122.373383901,47.567495475
43293533,-122.313519645,47.6016875600001
43293540,-122.311997809,47.6803302750001
43293546,-122.292493611,47.7210074970001
43293547,-122.324749252,47.605554698
43293549,-122.37514973,47.5127909230001
43293553,-122.307936698,47.546980977
43293554,-122.376627478,47.5326406040001
43293560,-122.277461196,47.5508040240001
43293561,-122.334183827,47.723207888
43293563,-122.311446574,47.5810056920001
43293567,-122.340367253,47.610046277
43293577,-122.36258484,47.6246051590001
43293581,-122.385669957,47.5731742880001
43293583,-122.301449455,47.550053706
43293584,-122.328286813,47.571674762
43293586,-122.302769956,47.6080089610001
43293590,-122.333961373,47.7068502160001
43293591,-122.314174132,47.604951332
43293592,-122.387364627,47.5311571620001
43293597,-122.364745936,47.5714275440001
43293598,-122.311937419,47.6648928110001
43293599,-122.363031745,47.5483852560001
43293600,-122.337066144,47.5360723530001
43293604,-122.278049176,47.537976068
43293610,-122.379485365,47.6939847830001
43293611,-122.36599301,47.6906554070001
43293614,-122.356459561,47.521949867
43293616,-122.33375683,47.6086925970001
43293617,-122.335260514,47.6036253990001
43293622,-122.326061859,47.7340730340001
43293623,-122.399402558,47.554480778
43293629,-122.381453339,47.562872924
43293630,-122.316863487,47.615846694
43293632,-122.31448851,47.6535988460001
43293634,-122.335775246,47.609221108
43293635,-122.350517016,47.6589550640001
43293637,-122.348925204,47.618576266
43293643,-122.300166798,47.5809944390001
43293648,-122.385456586,47.561973247
43293649,-122.345097104,47.7341284280001
43293651,-122.294756874,47.5489656250001
43293655,-122.279908635,47.5278726540001
43293656,-122.257062292,47.5106876840001
43293657,-122.277072125,47.5493260440001
43293662,-122.345435885,47.6791344760001
43293663,-122.322134617,47.611086162
43293664,-122.314224054,47.6640040610001
43293666,-122.335975794,47.607763177
43293670,-122.340880561,47.5717513530001
43293673,-122.339099856,47.686213552
43293682,-122.320284006,47.52645748
43293684,-122.329989906,47.5766501100001
43293698,-122.347621139,47.618571155
43293699,-122.37928545,47.562872278
43293701,-122.287958834,47.546085964
43293702,-122.398399364,47.584796216
43293703,-122.328879837,47.734094874
43293705,-122.385790379,47.5829942990001
43293712,-122.329059802,47.605232846
43293716,-122.334285137,47.624265349
43293717,-122.33880565,47.5172650920001
43293724,-122.331306048,47.544881425
43293730,-122.300618954,47.668525748
43293731,-122.34974101,47.646147027
43293732,-122.257742519,47.509036085
43293734,-122.386357904,47.5857705130001
43293738,-122.273820298,47.521122754
43293739,-122.3346951,47.5398931560001
43293747,-122.376607574,47.5351897410001
43293751,-122.355154763,47.518279395
43293758,-122.333726667,47.6027873630001
43293764,-122.295485816,47.561937808
43293765,-122.378886342,47.666574182
43293767,-122.373943403,47.571971444
43293771,-122.278279793,47.5233146240001
43293772,-122.322702243,47.569391255
43293778,-122.345637749,47.61141409
43293779,-122.348647116,47.6593353270001
43293781,-122.316835849,47.6141037690001
43293784,-122.342391905,47.7341305410001
43293798,-122.356093597,47.647773794
43293799,-122.329588214,47.545336896
43293801,-122.322691739,47.6555173360001
43293804,-122.287836128,47.562818271
43293805,-122.308936277,47.60709669
43293808,-122.345924289,47.6773061920001
43293817,-122.345437714,47.5200534520001
43293819,-122.33604389,47.602804366
43293820,-122.338124427,47.5717167070001
43293822,-122.338555198,47.6042151280001
43293829,-122.282602514,47.5397864600001
43293836,-122.277275879,47.550425267
43293837,-122.342980067,47.640302181
43293842,-122.335975794,47.607763177
43293843,-122.386829871,47.559324759
43293850,-122.287557326,47.5661557130001
43293856,-122.269983179,47.526170822
43293859,-122.315017284,47.685366092
43293866,-122.351685042,47.533081327
43293870,-122.285543556,47.546057816
43293872,-122.309589744,47.5958725940001
43293873,-122.314165334,47.6061919640001
43293875,-122.302004114,47.5834008300001
43293886,-122.339357007,47.6097805700001
43293891,-122.376763613,47.6777676570001
43293892,-122.334287969,47.6246937770001
43293894,-122.331306048,47.544881425
43293898,-122.279829082,47.5188791950001
43293899,-122.300618659,47.6775928170001
43293900,-122.316707629,47.547876661
43293905,-122.32295136,47.686787365
43293906,-122.242443085,47.510469835
43293907,-122.348317954,47.6150273750001
43293911,-122.36872337,47.698349378
43293912,-122.382155876,47.559253648
43293918,-122.378905399,47.5574418630001
43293919,-122.31921545,47.5958249780001
43293924,-122.34272823,47.5406789900001
43293925,-122.327346532,47.6140913020001
43293927,-122.351133938,47.5709417840001
43293937,-122.30360492,47.6141162330001
43293938,-122.308959487,47.601678329
43293940,-122.313382846,47.584119517
43293944,-122.314807501,47.5534476490001
43293945,-122.355453143,47.6186020660001
43293946,-122.316728133,47.624810369
43293951,-122.279755854,47.534232628
43293952,-122.32266474,47.567636502
43293953,-122.358019961,47.6239330820001
43293955,-122.355565174,47.7314058530001
43293959,-122.314718675,47.580247522
43293964,-122.349651859,47.64591626
43293965,-122.335580674,47.597380329
43293966,-122.325791646,47.6100518100001
43293971,-122.391092462,47.5388205530001
43293972,-122.376222562,47.656989192
43293973,-122.329058006,47.585073697
43293978,-122.376123393,47.6636643520001
43293979,-122.31728192,47.6231160880001
43293981,-122.3762533,47.5565174130001
43293985,-122.323137792,47.7022325660001
43293986,-122.351401562,47.61392026
43293989,-122.361894426,47.5370089640001
43293992,-122.381820046,47.5475156840001
43293994,-122.342366439,47.6226383800001
43294007,-122.288095735,47.5512302710001
43294008,-122.332909104,47.606087857
43294015,-122.302622772,47.616491233
43294021,-122.344806435,47.6164689300001
43294022,-122.376817374,47.564076867
43294024,-122.284763855,47.6621463390001
43294028,-122.366067205,47.674899542
43294029,-122.326444272,47.6107654350001
43294037,-122.328317254,47.5991959080001
43294041,-122.356705965,47.6250185660001
43294056,-122.385483473,47.5601969080001
43294058,-122.330785149,47.6079631910001
43294071,-122.322109038,47.644489708
43294072,-122.344834273,47.7135479790001
43294074,-122.373383901,47.567495475
43294078,-122.318961441,47.6940198630001
43294079,-122.343575489,47.6267059310001
43294085,-122.344560648,47.693822035
43294086,-122.320210851,47.6295800460001
43294091,-122.328967515,47.59919689
43294092,-122.354455289,47.657748208
43294095,-122.31423318,47.614700708
43294101,-122.342391712,47.619719613
43294104,-122.336257072,47.655648715
43294106,-122.360970882,47.5714009020001
43294107,-122.32967569,47.608427234
43294109,-122.329292106,47.6184493540001
43294113,-122.369692501,47.6614681790001
43294114,-122.376176888,47.6447696120001
43294120,-122.293154867,47.600861122
43294121,-122.327015782,47.5991938450001
43294122,-122.35529916,47.686215109
43294126,-122.338125614,47.6613866800001
43294127,-122.329564916,47.5518753370001
43294139,-122.355301466,47.689837266
43294140,-122.343242916,47.6963537300001
43294142,-122.317581595,47.68837469
43294147,-122.370953594,47.5510339670001
43294153,-122.326591923,47.6231341970001
43294154,-122.297283102,47.561637283
43294156,-122.36074707,47.7029413660001
43294160,-122.376320767,47.664729369
43294169,-122.356955421,47.635955907
43294172,-122.340179609,47.518529146
43294174,-122.279369919,47.536133455
43294175,-122.269986288,47.5285242140001
43294177,,
43294182,-122.351690847,47.5585916480001
43294183,-122.383806465,47.6905873310001
43294188,-122.298079013,47.5868997430001
43294189,-122.300645192,47.673960724
43294190,-122.333606745,47.613560244
43294195,-122.346877925,47.629737709
43294202,-122.34289149,47.732771647
43294203,-122.31306237,47.665668257
43294205,-122.347271185,47.6803070180001
43294208,-122.30223583,47.6010021000001
43294210,-122.363282609,47.5683474640001
43294217,-122.25942285,47.5101369930001
43294221,-122.357329624,47.6323166330001
43294222,-122.354425146,47.6663947960001
43294224,-122.377502956,47.649402072
43294227,-122.348650462,47.697820075
43294235,-122.347813195,47.614144095
43294240,-122.318437807,47.5983427620001
43294241,-122.329045124,47.589338098
43294243,-122.326836627,47.6785563700001
43294248,-122.344521921,47.690562587
43294249,-122.355301949,47.6905951260001
43294256,-122.331313654,47.708645925
43294257,-122.332132653,47.534147768
43294259,-122.318760038,47.6043590410001
43294263,-122.339521822,47.582918202
43294264,-122.361079224,47.5725514960001
43294274,-122.31590209,47.7085486490001
43294276,-122.335549407,47.601722255
43294284,-122.328406039,47.604518801
43294290,-122.348195299,47.7232183780001
43294291,-122.318084937,47.5504329350001
43294298,-122.339416468,47.5584711920001
43294304,-122.334803252,47.6048028930001
43294305,-122.397476033,47.5675951530001
43294307,-122.278881479,47.5151610290001
43294309,-122.37076646,47.6636578640001
43294310,-122.311577423,47.5992245960001
43294312,-122.3499377,47.6560341220001
43294317,-122.355082728,47.5247061050001
43294323,-122.301449455,47.550053706
43294324,-122.338449522,47.6087886550001
43294325,-122.328879837,47.734094874
43294327,-122.341752613,47.6117330920001
43294333,-122.319793654,47.6566865460001
43294335,-122.288850287,47.6193770410001
43294343,-122.307622627,47.6080210750001
43294345,-122.334202474,47.5766515550001
43294352,-122.356696805,47.6263165600001
43294359,-122.379330158,47.5880582140001
43294360,-122.345037044,47.72867768
43294362,-122.376188837,47.5645575610001
43294374,-122.295250424,47.72109192
43294375,-122.288011035,47.563456655
43294380,-122.318311631,47.5476795970001
43294381,-122.320084736,47.606210586
43294398,-122.325962432,47.6805052770001
43294401,-122.320807866,47.615817947
43294408,-122.280167759,47.5278629650001
43294411,-122.370104162,47.5414344180001
43294413,-122.314790514,47.6103869610001
